% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.382	1	1	39	3	12	28	277	0
0.382	1	5	39	3	15	28	277	0
0.382	1	8	39	3	16	28	277	0
0.383	1	6	39	4	1	28	277	0
0.383	1	3	39	4	2	28	277	0
0.383	1	4	39	4	3	28	277	0
0.383	1	9	39	4	4	28	277	0
0.383	1	7	39	4	9	28	277	0
0.383	1	2	39	4	10	28	277	0
0.383	1	10	39	4	11	28	277	0
0.383	1	1	39	4	12	28	277	0
0.384	1	5	39	5	15	28	277	0
0.384	1	8	39	5	16	28	277	0
0.384	1	6	39	5	1	28	277	0
0.384	1	3	39	5	2	28	277	0
0.384	1	4	39	5	3	28	277	0
0.384	1	9	39	5	4	28	277	0
0.384	1	7	39	5	9	28	277	0
0.384	1	2	39	5	10	28	277	0
0.385	1	10	39	6	11	28	277	0
0.385	1	1	39	6	12	28	277	0
0.385	1	5	39	6	15	28	277	0
0.385	1	8	39	6	16	28	277	0
0.385	1	6	39	6	1	28	277	0
0.385	1	3	39	6	2	28	277	0
0.385	1	4	39	6	3	28	277	0
0.385	1	9	39	6	4	28	277	0
0.386	1	7	39	7	9	28	277	0
0.386	1	2	39	7	10	28	277	0
0.386	1	10	39	7	11	28	277	0
0.386	1	1	39	7	12	28	277	0
0.386	1	5	39	7	15	28	277	0
0.386	1	8	39	7	16	28	277	0
0.386	1	6	39	7	1	28	277	0
0.386	1	3	39	7	2	28	277	0
0.387	1	4	39	8	3	28	277	0
0.387	1	9	39	8	4	28	277	0
0.387	1	7	39	8	9	28	277	0
0.387	1	2	39	8	10	28	277	0
0.387	1	10	39	8	11	28	277	0
0.387	1	1	39	8	12	28	277	0
0.387	1	5	39	8	15	28	277	0
0.387	1	8	39	8	16	28	277	0
0.388	1	6	39	9	1	28	277	0
0.388	1	3	39	9	2	28	277	0
0.388	1	4	39	9	3	28	277	0
0.388	1	9	39	9	4	28	277	0
0.388	1	7	39	9	9	28	277	0
0.388	1	2	39	9	10	28	277	0
0.388	1	10	39	9	11	28	277	0
0.388	1	1	39	9	12	28	277	0
0.389	1	5	39	10	15	28	277	0
0.389	1	8	39	10	16	28	277	0
0.389	1	6	39	10	1	28	277	0
0.389	1	3	39	10	2	28	277	0
0.389	1	4	39	10	3	28	277	0
0.389	1	9	39	10	4	28	277	0
0.389	1	7	39	10	9	28	277	0
0.389	1	2	39	10	10	28	277	0
0.39	1	10	40	1	11	28	277	0
0.39	1	1	40	1	12	28	277	0
0.39	1	5	40	1	15	28	277	0
0.39	1	8	40	1	16	28	277	0
0.39	1	6	40	1	1	28	277	0
0.39	1	3	40	1	2	28	277	0
0.39	1	4	40	1	3	28	277	0
0.39	1	9	40	1	4	28	277	0
0.391	1	7	40	2	9	28	277	0
0.391	1	2	40	2	10	28	277	0
0.391	1	10	40	2	11	28	277	0
0.391	1	1	40	2	12	28	277	0
0.391	1	5	40	2	15	28	277	0
0.391	1	8	40	2	16	28	277	0
0.391	1	6	40	2	1	28	277	0
0.391	1	3	40	2	2	28	277	0
0.392	1	4	40	3	3	28	277	0
0.392	1	9	40	3	4	28	277	0
0.392	1	7	40	3	9	28	277	0
0.392	1	2	40	3	10	28	277	0
0.392	1	10	40	3	11	28	277	0
0.392	1	1	40	3	12	28	277	0
0.392	1	5	40	3	15	28	277	0
0.392	1	8	40	3	16	28	277	0
0.393	1	6	40	4	1	28	277	0
0.393	1	3	40	4	2	28	277	0
0.393	1	4	40	4	3	28	277	0
0.393	1	9	40	4	4	28	277	0
0.393	1	7	40	4	9	28	277	0
0.393	1	2	40	4	10	28	277	0
0.393	1	10	40	4	11	28	277	0
0.393	1	1	40	4	12	28	277	0
0.394	1	5	40	5	15	28	277	0
0.394	1	8	40	5	16	28	277	0
0.394	1	6	40	5	1	28	277	0
0.394	1	3	40	5	2	28	277	0
0.394	1	4	40	5	3	28	277	0
0.394	1	9	40	5	4	28	277	0
0.394	1	7	40	5	9	28	277	0
0.394	1	2	40	5	10	28	277	0
0.395	1	10	40	6	11	28	277	0
0.395	1	1	40	6	12	28	277	0
0.395	1	5	40	6	15	28	277	0
0.395	1	8	40	6	16	28	277	0
0.395	1	6	40	6	1	28	277	0
0.395	1	3	40	6	2	28	277	0
0.395	1	4	40	6	3	28	277	0
0.395	1	9	40	6	4	28	277	0
0.396	1	7	40	7	9	28	277	0
0.396	1	2	40	7	10	28	277	0
0.396	1	10	40	7	11	28	277	0
0.396	1	1	40	7	12	28	277	0
0.396	1	5	40	7	15	28	277	0
0.396	1	8	40	7	16	28	277	0
0.396	1	6	40	7	1	28	277	0
0.396	1	3	40	7	2	28	277	0
0.397	1	4	40	8	3	28	277	0
0.397	1	9	40	8	4	28	277	0
0.397	1	7	40	8	9	28	277	0
0.397	1	2	40	8	10	28	277	0
0.397	1	10	40	8	11	28	277	0
0.397	1	1	40	8	12	28	277	0
0.397	1	5	40	8	15	28	277	0
0.397	1	8	40	8	16	28	277	0
0.398	1	6	40	9	1	28	277	0
0.398	1	3	40	9	2	28	277	0
0.398	1	4	40	9	3	28	277	0
0.398	1	9	40	9	4	28	277	0
0.398	1	7	40	9	9	28	277	0
0.398	1	2	40	9	10	28	277	0
0.398	1	10	40	9	11	28	277	0
0.398	1	1	40	9	12	28	277	0
0.399	1	5	40	10	15	28	277	0
0.399	1	8	40	10	16	28	277	0
0.399	1	6	40	10	1	28	277	0
0.399	1	3	40	10	2	28	277	0
0.399	1	4	40	10	3	28	277	0
0.399	1	9	40	10	4	28	277	0
0.399	1	7	40	10	9	28	277	0
0.399	1	2	40	10	10	28	277	0
0.4	1	10	41	1	11	28	277	0
0.4	1	1	41	1	12	28	277	0
0.4	1	5	41	1	15	28	277	0
0.4	1	8	41	1	16	28	277	0
0.4	1	6	41	1	1	28	277	0
0.4	1	3	41	1	2	28	277	0
0.4	1	4	41	1	3	28	277	0
0.4	1	9	41	1	4	28	277	0
0.401	1	7	41	2	9	28	277	0
0.401	1	2	41	2	10	28	277	0
0.401	1	10	41	2	11	28	277	0
0.401	1	1	41	2	12	28	277	0
0.401	1	5	41	2	15	28	277	0
0.401	1	8	41	2	16	28	277	0
0.401	1	6	41	2	1	28	277	0
0.401	1	3	41	2	2	28	277	0
0.402	1	4	41	3	3	28	277	0
0.402	1	9	41	3	4	28	277	0
0.402	1	7	41	3	9	28	277	0
0.402	1	2	41	3	10	28	277	0
0.402	1	10	41	3	11	28	277	0
0.402	1	1	41	3	12	28	277	0
0.402	1	5	41	3	15	28	277	0
0.402	1	8	41	3	16	28	277	0
0.403	1	6	41	4	1	28	277	0
0.403	1	3	41	4	2	28	277	0
0.403	1	4	41	4	3	28	277	0
0.403	1	9	41	4	4	28	277	0
0.403	1	7	41	4	9	28	277	0
0.403	1	2	41	4	10	28	277	0
0.403	1	10	41	4	11	28	277	0
0.403	1	1	41	4	12	28	277	0
0.404	1	5	41	5	15	28	277	0
0.404	1	8	41	5	16	28	277	0
0.404	1	6	41	5	1	28	277	0
0.404	1	3	41	5	2	28	277	0
0.404	1	4	41	5	3	28	277	0
0.404	1	9	41	5	4	28	277	0
0.404	1	7	41	5	9	28	277	0
0.404	1	2	41	5	10	28	277	0
0.405	1	10	41	6	11	28	277	0
0.405	1	1	41	6	12	28	277	0
0.405	1	5	41	6	15	28	277	0
0.405	1	8	41	6	16	28	277	0
0.405	1	6	41	6	1	28	277	0
0.405	1	3	41	6	2	28	277	0
0.405	1	4	41	6	3	28	277	0
0.405	1	9	41	6	4	28	277	0
0.406	1	7	41	7	9	28	277	0
0.406	1	2	41	7	10	28	277	0
0.406	1	10	41	7	11	28	277	0
0.406	1	1	41	7	12	28	277	0
0.406	1	5	41	7	15	28	277	0
0.406	1	8	41	7	16	28	277	0
0.406	1	6	41	7	1	28	277	0
0.406	1	3	41	7	2	28	277	0
0.407	1	4	41	8	3	28	277	0
0.407	1	9	41	8	4	28	277	0
0.407	1	7	41	8	9	28	277	0
0.407	1	2	41	8	10	28	277	0
0.407	1	10	41	8	11	28	277	0
0.407	1	1	41	8	12	28	277	0
0.407	1	5	41	8	15	28	277	0
0.407	1	8	41	8	16	28	277	0
0.408	1	6	41	9	1	28	277	0
0.408	1	3	41	9	2	28	277	0
0.408	1	4	41	9	3	28	277	0
0.408	1	9	41	9	4	28	277	0
0.408	1	7	41	9	9	28	277	0
0.408	1	2	41	9	10	28	277	0
0.408	1	10	41	9	11	28	277	0
0.408	1	1	41	9	12	28	277	0
0.409	1	5	41	10	15	28	277	0
0.409	1	8	41	10	16	28	277	0
0.409	1	6	41	10	1	28	277	0
0.409	1	3	41	10	2	28	277	0
0.409	1	4	41	10	3	28	277	0
0.409	1	9	41	10	4	28	277	0
0.409	1	7	41	10	9	28	277	0
0.409	1	2	41	10	10	28	277	0
0.41	1	10	42	1	11	28	277	0
0.41	1	1	42	1	12	28	277	0
0.41	1	5	42	1	15	28	277	0
0.41	1	8	42	1	16	28	277	0
0.41	1	6	42	1	1	28	277	0
0.41	1	3	42	1	2	28	277	0
0.41	1	4	42	1	3	28	277	0
0.41	1	9	42	1	4	28	277	0
0.411	1	7	42	2	9	28	277	0
0.411	1	2	42	2	10	28	277	0
0.411	1	10	42	2	11	28	277	0
0.411	1	1	42	2	12	28	277	0
0.411	1	5	42	2	15	28	277	0
0.411	1	8	42	2	16	28	277	0
0.411	1	6	42	2	1	28	277	0
0.411	1	3	42	2	2	28	277	0
0.412	1	4	42	3	3	28	277	0
0.412	1	9	42	3	4	28	277	0
0.412	1	7	42	3	9	28	277	0
0.412	1	2	42	3	10	28	277	0
0.412	1	10	42	3	11	28	277	0
0.412	1	1	42	3	12	28	277	0
0.412	1	5	42	3	15	28	277	0
0.412	1	8	42	3	16	28	277	0
0.413	1	6	42	4	1	28	277	0
0.413	1	3	42	4	2	28	277	0
0.413	1	4	42	4	3	28	277	0
0.413	1	9	42	4	4	28	277	0
0.413	1	7	42	4	9	28	277	0
0.413	1	2	42	4	10	28	277	0
0.413	1	10	42	4	11	28	277	0
0.413	1	1	42	4	12	28	277	0
0.414	1	5	42	5	15	28	277	0
0.414	1	8	42	5	16	28	277	0
0.414	1	6	42	5	1	28	277	0
0.414	1	3	42	5	2	28	277	0
0.414	1	4	42	5	3	28	277	0
0.414	1	9	42	5	4	28	277	0
0.414	1	7	42	5	9	28	277	0
0.414	1	2	42	5	10	28	277	0
0.415	1	10	42	6	11	28	277	0
0.415	1	1	42	6	12	28	277	0
0.415	1	5	42	6	15	28	277	0
0.415	1	8	42	6	16	28	277	0
0.415	1	6	42	6	1	28	277	0
0.415	1	3	42	6	2	28	277	0
0.415	1	4	42	6	3	28	277	0
0.415	1	9	42	6	4	28	277	0
0.416	1	7	42	7	9	28	277	0
0.416	1	2	42	7	10	28	277	0
0.416	1	10	42	7	11	28	277	0
0.416	1	1	42	7	12	28	277	0
0.416	1	5	42	7	15	28	277	0
0.416	1	8	42	7	16	28	277	0
0.416	1	6	42	7	1	28	277	0
0.416	1	3	42	7	2	28	277	0
0.417	1	4	42	8	3	28	277	0
0.417	1	9	42	8	4	28	277	0
0.417	1	7	42	8	9	28	277	0
0.417	1	2	42	8	10	28	277	0
0.417	1	10	42	8	11	28	277	0
0.417	1	1	42	8	12	28	277	0
0.417	1	5	42	8	15	28	277	0
0.417	1	8	42	8	16	28	277	0
0.418	1	6	42	9	1	28	277	0
0.418	1	3	42	9	2	28	277	0
0.418	1	4	42	9	3	28	277	0
0.418	1	9	42	9	4	28	277	0
0.418	1	7	42	9	9	28	277	0
0.418	1	2	42	9	10	28	277	0
0.418	1	10	42	9	11	28	277	0
0.418	1	1	42	9	12	28	277	0
0.419	1	5	42	10	15	28	277	0
0.419	1	8	42	10	16	28	277	0
0.419	1	6	42	10	1	28	277	0
0.419	1	3	42	10	2	28	277	0
0.419	1	4	42	10	3	28	277	0
0.419	1	9	42	10	4	28	277	0
0.419	1	7	42	10	9	28	277	0
0.419	1	2	42	10	10	28	277	0
0.42	1	10	43	1	11	28	277	0
0.42	1	1	43	1	12	28	277	0
0.42	1	5	43	1	15	28	277	0
0.42	1	8	43	1	16	28	277	0
0.42	1	6	43	1	1	28	277	0
0.42	1	3	43	1	2	28	277	0
0.42	1	4	43	1	3	28	277	0
0.42	1	9	43	1	4	28	277	0
0.421	1	7	43	2	9	28	277	0
0.421	1	2	43	2	10	28	277	0
0.421	1	10	43	2	11	28	277	0
0.421	1	1	43	2	12	28	277	0
0.421	1	5	43	2	15	28	277	0
0.421	1	8	43	2	16	28	277	0
0.421	1	6	43	2	1	28	277	0
0.421	1	3	43	2	2	28	277	0
0.422	1	4	43	3	3	28	277	0
0.422	1	9	43	3	4	28	277	0
0.422	1	7	43	3	9	28	277	0
0.422	1	2	43	3	10	28	277	0
0.422	1	10	43	3	11	28	277	0
0.422	1	1	43	3	12	28	277	0
0.422	1	5	43	3	15	28	277	0
0.422	1	8	43	3	16	28	277	0
0.423	1	6	43	4	1	28	277	0
0.423	1	3	43	4	2	28	277	0
0.423	1	4	43	4	3	28	277	0
0.423	1	9	43	4	4	28	277	0
0.423	1	7	43	4	9	28	277	0
0.423	1	2	43	4	10	28	277	0
0.423	1	10	43	4	11	28	277	0
0.423	1	1	43	4	12	28	277	0
0.424	1	5	43	5	15	28	277	0
0.424	1	8	43	5	16	28	277	0
0.424	1	6	43	5	1	28	277	0
0.424	1	3	43	5	2	28	277	0
0.424	1	4	43	5	3	28	277	0
0.424	1	9	43	5	4	28	277	0
0.424	1	7	43	5	9	28	277	0
0.424	1	2	43	5	10	28	277	0
0.425	1	10	43	6	11	28	277	0
0.425	1	1	43	6	12	28	277	0
0.425	1	5	43	6	15	28	277	0
0.425	1	8	43	6	16	28	277	0
0.425	1	6	43	6	1	28	277	0
0.425	1	3	43	6	2	28	277	0
0.425	1	4	43	6	3	28	277	0
0.425	1	9	43	6	4	28	277	0
0.426	1	7	43	7	9	28	277	0
0.426	1	2	43	7	10	28	277	0
0.426	1	10	43	7	11	28	277	0
0.426	1	1	43	7	12	28	277	0
0.426	1	5	43	7	15	28	277	0
0.426	1	8	43	7	16	28	277	0
0.426	1	6	43	7	1	28	277	0
0.426	1	3	43	7	2	28	277	0
0.427	1	4	43	8	3	28	277	0
0.427	1	9	43	8	4	28	277	0
0.427	1	7	43	8	9	28	277	0
0.427	1	2	43	8	10	28	277	0
0.427	1	10	43	8	11	28	277	0
0.427	1	1	43	8	12	28	277	0
0.427	1	5	43	8	15	28	277	0
0.427	1	8	43	8	16	28	277	0
0.428	1	6	43	9	1	28	277	0
0.428	1	3	43	9	2	28	277	0
0.428	1	4	43	9	3	28	277	0
0.428	1	9	43	9	4	28	277	0
0.428	1	7	43	9	9	28	277	0
0.428	1	2	43	9	10	28	277	0
0.428	1	10	43	9	11	28	277	0
0.428	1	1	43	9	12	28	277	0
0.429	1	5	43	10	15	28	277	0
0.429	1	8	43	10	16	28	277	0
0.429	1	6	43	10	1	28	277	0
0.429	1	3	43	10	2	28	277	0
0.429	1	4	43	10	3	28	277	0
0.429	1	9	43	10	4	28	277	0
0.429	1	7	43	10	9	28	277	0
0.429	1	2	43	10	10	28	277	0
0.43	1	10	44	1	11	28	277	0
0.43	1	1	44	1	12	28	277	0
0.43	1	5	44	1	15	28	277	0
0.43	1	8	44	1	16	28	277	0
0.43	1	6	44	1	1	28	277	0
0.43	1	3	44	1	2	28	277	0
0.43	1	4	44	1	3	28	277	0
0.43	1	9	44	1	4	28	277	0
0.431	1	7	44	2	9	28	277	0
0.431	1	2	44	2	10	28	277	0
0.431	1	10	44	2	11	28	277	0
0.431	1	1	44	2	12	28	277	0
0.431	1	5	44	2	15	28	277	0
0.431	1	8	44	2	16	28	277	0
0.431	1	6	44	2	1	28	277	0
0.431	1	3	44	2	2	28	277	0
0.432	1	4	44	3	3	28	277	0
0.432	1	9	44	3	4	28	277	0
0.432	1	7	44	3	9	28	277	0
0.432	1	2	44	3	10	28	277	0
0.432	1	10	44	3	11	28	277	0
0.432	1	1	44	3	12	28	277	0
0.432	1	5	44	3	15	28	277	0
0.432	1	8	44	3	16	28	277	0
0.433	1	6	44	4	1	28	277	0
0.433	1	3	44	4	2	28	277	0
0.433	1	4	44	4	3	28	277	0
0.433	1	9	44	4	4	28	277	0
0.433	1	7	44	4	9	28	277	0
0.433	1	2	44	4	10	28	277	0
0.433	1	10	44	4	11	28	277	0
0.433	1	1	44	4	12	28	277	0
0.434	1	5	44	5	15	28	277	0
0.434	1	8	44	5	16	28	277	0
0.434	1	6	44	5	1	28	277	0
0.434	1	3	44	5	2	28	277	0
0.434	1	4	44	5	3	28	277	0
0.434	1	9	44	5	4	28	277	0
0.434	1	7	44	5	9	28	277	0
0.434	1	2	44	5	10	28	277	0
0.435	1	10	44	6	11	28	277	0
0.435	1	1	44	6	12	28	277	0
0.435	1	5	44	6	15	28	277	0
0.435	1	8	44	6	16	28	277	0
0.435	1	6	44	6	1	28	277	0
0.435	1	3	44	6	2	28	277	0
0.435	1	4	44	6	3	28	277	0
0.435	1	9	44	6	4	28	277	0
0.436	1	7	44	7	9	28	277	0
0.436	1	2	44	7	10	28	277	0
0.436	1	10	44	7	11	28	277	0
0.436	1	1	44	7	12	28	277	0
0.436	1	5	44	7	15	28	277	0
0.436	1	8	44	7	16	28	277	0
0.436	1	6	44	7	1	28	277	0
0.436	1	3	44	7	2	28	277	0
0.437	1	4	44	8	3	28	277	0
0.437	1	9	44	8	4	28	277	0
0.437	1	7	44	8	9	28	277	0
0.437	1	2	44	8	10	28	277	0
0.437	1	10	44	8	11	28	277	0
0.437	1	1	44	8	12	28	277	0
0.437	1	5	44	8	15	28	277	0
0.437	1	8	44	8	16	28	277	0
0.438	1	6	44	9	1	28	277	0
0.438	1	3	44	9	2	28	277	0
0.438	1	4	44	9	3	28	277	0
0.438	1	9	44	9	4	28	277	0
0.438	1	7	44	9	9	28	277	0
0.438	1	2	44	9	10	28	277	0
0.438	1	10	44	9	11	28	277	0
0.438	1	1	44	9	12	28	277	0
0.439	1	5	44	10	15	28	277	0
0.439	1	8	44	10	16	28	277	0
0.439	1	6	44	10	1	28	277	0
0.439	1	3	44	10	2	28	277	0
0.439	1	4	44	10	3	28	277	0
0.439	1	9	44	10	4	28	277	0
0.439	1	7	44	10	9	28	277	0
0.439	1	2	44	10	10	28	277	0
0.44	1	10	45	1	11	28	277	0
0.44	1	1	45	1	12	28	277	0
0.44	1	5	45	1	15	28	277	0
0.44	1	8	45	1	16	28	277	0
0.44	1	6	45	1	1	28	277	0
0.44	1	3	45	1	2	28	277	0
0.44	1	4	45	1	3	28	277	0
0.44	1	9	45	1	4	28	277	0
0.441	1	7	45	2	9	28	277	0
0.441	1	2	45	2	10	28	277	0
0.441	1	10	45	2	11	28	277	0
0.441	1	1	45	2	12	28	277	0
0.441	1	5	45	2	15	28	277	0
0.441	1	8	45	2	16	28	277	0
0.441	1	6	45	2	1	28	277	0
0.441	1	3	45	2	2	28	277	0
0.442	1	4	45	3	3	28	277	0
0.442	1	9	45	3	4	28	277	0
0.442	1	7	45	3	9	28	277	0
0.442	1	2	45	3	10	28	277	0
0.442	1	10	45	3	11	28	277	0
0.442	1	1	45	3	12	28	277	0
0.442	1	5	45	3	15	28	277	0
0.442	1	8	45	3	16	28	277	0
0.443	1	6	45	4	1	28	277	0
0.443	1	3	45	4	2	28	277	0
0.443	1	4	45	4	3	28	277	0
0.443	1	9	45	4	4	28	277	0
0.443	1	7	45	4	9	28	277	0
0.443	1	2	45	4	10	28	277	0
0.443	1	10	45	4	11	28	277	0
0.443	1	1	45	4	12	28	277	0
0.444	1	5	45	5	15	28	277	0
0.444	1	8	45	5	16	28	277	0
0.444	1	6	45	5	1	28	277	0
0.444	1	3	45	5	2	28	277	0
0.444	1	4	45	5	3	28	277	0
0.444	1	9	45	5	4	28	277	0
0.444	1	7	45	5	9	28	277	0
0.444	1	2	45	5	10	28	277	0
0.445	1	10	45	6	11	28	277	0
0.445	1	1	45	6	12	28	277	0
0.445	1	5	45	6	15	28	277	0
0.445	1	8	45	6	16	28	277	0
0.445	1	6	45	6	1	28	277	0
0.445	1	3	45	6	2	28	277	0
0.445	1	4	45	6	3	28	277	0
0.445	1	9	45	6	4	28	277	0
0.446	1	7	45	7	9	28	277	0
0.446	1	2	45	7	10	28	277	0
0.446	1	10	45	7	11	28	277	0
0.446	1	1	45	7	12	28	277	0
0.446	1	5	45	7	15	28	277	0
0.446	1	8	45	7	16	28	277	0
0.446	1	6	45	7	1	28	277	0
0.446	1	3	45	7	2	28	277	0
0.447	1	4	45	8	3	28	277	0
0.447	1	9	45	8	4	28	277	0
0.447	1	7	45	8	9	28	277	0
0.447	1	2	45	8	10	28	277	0
0.447	1	10	45	8	11	28	277	0
0.447	1	1	45	8	12	28	277	0
0.447	1	5	45	8	15	28	277	0
0.447	1	8	45	8	16	28	277	0
0.448	1	6	45	9	1	28	277	0
0.448	1	3	45	9	2	28	277	0
0.448	1	4	45	9	3	28	277	0
0.448	1	9	45	9	4	28	277	0
0.448	1	7	45	9	9	28	277	0
0.448	1	2	45	9	10	28	277	0
0.448	1	10	45	9	11	28	277	0
0.448	1	1	45	9	12	28	277	0
0.449	1	5	45	10	15	28	277	0
0.449	1	8	45	10	16	28	277	0
0.449	1	6	45	10	1	28	277	0
0.449	1	3	45	10	2	28	277	0
0.449	1	4	45	10	3	28	277	0
0.449	1	9	45	10	4	28	277	0
0.449	1	7	45	10	9	28	277	0
0.449	1	2	45	10	10	28	277	0
0.45	1	10	46	1	11	28	277	0
0.45	1	1	46	1	12	28	277	0
0.45	1	5	46	1	15	28	277	0
0.45	1	8	46	1	16	28	277	0
0.45	1	6	46	1	1	28	277	0
0.45	1	3	46	1	2	28	277	0
0.45	1	4	46	1	3	28	277	0
0.45	1	9	46	1	4	28	277	0
0.451	1	7	46	2	9	28	277	0
0.451	1	2	46	2	10	28	277	0
0.451	1	10	46	2	11	28	277	0
0.451	1	1	46	2	12	28	277	0
0.451	1	5	46	2	15	28	277	0
0.451	1	8	46	2	16	28	277	0
0.451	1	6	46	2	1	28	277	0
0.451	1	3	46	2	2	28	277	0
0.452	1	4	46	3	3	28	277	0
0.452	1	9	46	3	4	28	277	0
0.452	1	7	46	3	9	28	277	0
0.452	1	2	46	3	10	28	277	0
0.452	1	10	46	3	11	28	277	0
0.452	1	1	46	3	12	28	277	0
0.452	1	5	46	3	15	28	277	0
0.452	1	8	46	3	16	28	277	0
0.453	1	6	46	4	1	28	277	0
0.453	1	3	46	4	2	28	277	0
0.453	1	4	46	4	3	28	277	0
0.453	1	9	46	4	4	28	277	0
0.453	1	7	46	4	9	28	277	0
0.453	1	2	46	4	10	28	277	0
0.453	1	10	46	4	11	28	277	0
0.453	1	1	46	4	12	28	277	0
0.454	1	5	46	5	15	28	277	0
0.454	1	8	46	5	16	28	277	0
0.454	1	6	46	5	1	28	277	0
0.454	1	3	46	5	2	28	277	0
0.454	1	4	46	5	3	28	277	0
0.454	1	9	46	5	4	28	277	0
0.454	1	7	46	5	9	28	277	0
0.454	1	2	46	5	10	28	277	0
0.455	1	10	46	6	11	28	277	0
0.455	1	1	46	6	12	28	277	0
0.455	1	5	46	6	15	28	277	0
0.455	1	8	46	6	16	28	277	0
0.455	1	6	46	6	1	28	277	0
0.455	1	3	46	6	2	28	277	0
0.455	1	4	46	6	3	28	277	0
0.455	1	9	46	6	4	28	277	0
0.456	1	7	46	7	9	28	277	0
0.456	1	2	46	7	10	28	277	0
0.456	1	10	46	7	11	28	277	0
0.456	1	1	46	7	12	28	277	0
0.456	1	5	46	7	15	28	277	0
0.456	1	8	46	7	16	28	277	0
0.456	1	6	46	7	1	28	277	0
0.456	1	3	46	7	2	28	277	0
0.457	1	4	46	8	3	28	277	0
0.457	1	9	46	8	4	28	277	0
0.457	1	7	46	8	9	28	277	0
0.457	1	2	46	8	10	28	277	0
0.457	1	10	46	8	11	28	277	0
0.457	1	1	46	8	12	28	277	0
0.457	1	5	46	8	15	28	277	0
0.457	1	8	46	8	16	28	277	0
0.458	1	6	46	9	1	28	277	0
0.458	1	3	46	9	2	28	277	0
0.458	1	4	46	9	3	28	277	0
0.458	1	9	46	9	4	28	277	0
0.458	1	7	46	9	9	28	277	0
0.458	1	2	46	9	10	28	277	0
0.458	1	10	46	9	11	28	277	0
0.458	1	1	46	9	12	28	277	0
0.459	1	5	46	10	15	28	277	0
0.459	1	8	46	10	16	28	277	0
0.459	1	6	46	10	1	28	277	0
0.459	1	3	46	10	2	28	277	0
0.459	1	4	46	10	3	28	277	0
0.459	1	9	46	10	4	28	277	0
0.459	1	7	46	10	9	28	277	0
0.459	1	2	46	10	10	28	277	0
0.46	1	10	47	1	11	28	277	0
0.46	1	1	47	1	12	28	277	0
0.46	1	5	47	1	15	28	277	0
0.46	1	8	47	1	16	28	277	0
0.46	1	6	47	1	1	28	277	0
0.46	1	3	47	1	2	28	277	0
0.46	1	4	47	1	3	28	277	0
0.46	1	9	47	1	4	28	277	0
0.461	1	7	47	2	9	28	277	0
0.461	1	2	47	2	10	28	277	0
0.461	1	10	47	2	11	28	277	0
0.461	1	1	47	2	12	28	277	0
0.461	1	5	47	2	15	28	277	0
0.461	1	8	47	2	16	28	277	0
0.461	1	6	47	2	1	28	277	0
0.461	1	3	47	2	2	28	277	0
0.462	1	4	47	3	3	28	277	0
0.462	1	9	47	3	4	28	277	0
0.462	1	7	47	3	9	28	277	0
0.462	1	2	47	3	10	28	277	0
0.462	1	10	47	3	11	28	277	0
0.462	1	1	47	3	12	28	277	0
0.462	1	5	47	3	15	28	277	0
0.462	1	8	47	3	16	28	277	0
0.463	1	6	47	4	1	28	277	0
0.463	1	3	47	4	2	28	277	0
0.463	1	4	47	4	3	28	277	0
0.463	1	9	47	4	4	28	277	0
0.463	1	7	47	4	9	28	277	0
0.463	1	2	47	4	10	28	277	0
0.463	1	10	47	4	11	28	277	0
0.463	1	1	47	4	12	28	277	0
0.464	1	5	47	5	15	28	277	0
0.464	1	8	47	5	16	28	277	0
0.464	1	6	47	5	1	28	277	0
0.464	1	3	47	5	2	28	277	0
0.464	1	4	47	5	3	28	277	0
0.464	1	9	47	5	4	28	277	0
0.464	1	7	47	5	9	28	277	0
0.464	1	2	47	5	10	28	277	0
0.465	1	10	47	6	11	28	277	0
0.465	1	1	47	6	12	28	277	0
0.465	1	5	47	6	15	28	277	0
0.465	1	8	47	6	16	28	277	0
0.465	1	6	47	6	1	28	277	0
0.465	1	3	47	6	2	28	277	0
0.465	1	4	47	6	3	28	277	0
0.465	1	9	47	6	4	28	277	0
0.466	1	7	47	7	9	28	277	0
0.466	1	2	47	7	10	28	277	0
0.466	1	10	47	7	11	28	277	0
0.466	1	1	47	7	12	28	277	0
0.466	1	5	47	7	15	28	277	0
0.466	1	8	47	7	16	28	277	0
0.466	1	6	47	7	1	28	277	0
0.466	1	3	47	7	2	28	277	0
0.467	1	4	47	8	3	28	277	0
0.467	1	9	47	8	4	28	277	0
0.467	1	7	47	8	9	28	277	0
0.467	1	2	47	8	10	28	277	0
0.467	1	10	47	8	11	28	277	0
0.467	1	1	47	8	12	28	277	0
0.467	1	5	47	8	15	28	277	0
0.467	1	8	47	8	16	28	277	0
0.468	1	6	47	9	1	28	277	0
0.468	1	3	47	9	2	28	277	0
0.468	1	4	47	9	3	28	277	0
0.468	1	9	47	9	4	28	277	0
0.468	1	7	47	9	9	28	277	0
0.468	1	2	47	9	10	28	277	0
0.468	1	10	47	9	11	28	277	0
0.468	1	1	47	9	12	28	277	0
0.469	1	5	47	10	15	28	277	0
0.469	1	8	47	10	16	28	277	0
0.469	1	6	47	10	1	28	277	0
0.469	1	3	47	10	2	28	277	0
0.469	1	4	47	10	3	28	277	0
0.469	1	9	47	10	4	28	277	0
0.469	1	7	47	10	9	28	277	0
