% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.469	1	2	47	10	10	28	277	0
0.47	1	10	48	1	11	28	277	0
0.47	1	1	48	1	12	28	277	0
0.47	1	5	48	1	15	28	277	0
0.47	1	8	48	1	16	28	277	0
0.47	1	6	48	1	1	28	277	0
0.47	1	3	48	1	2	28	277	0
0.47	1	4	48	1	3	28	277	0
0.47	1	9	48	1	4	28	277	0
0.471	1	7	48	2	9	28	277	0
0.471	1	2	48	2	10	28	277	0
0.471	1	10	48	2	11	28	277	0
0.471	1	1	48	2	12	28	277	0
0.471	1	5	48	2	15	28	277	0
0.471	1	8	48	2	16	28	277	0
0.471	1	6	48	2	1	28	277	0
0.471	1	3	48	2	2	28	277	0
0.472	1	4	48	3	3	28	277	0
0.472	1	9	48	3	4	28	277	0
0.472	1	7	48	3	9	28	277	0
0.472	1	2	48	3	10	28	277	0
0.472	1	10	48	3	11	28	277	0
0.472	1	1	48	3	12	28	277	0
0.472	1	5	48	3	15	28	277	0
0.472	1	8	48	3	16	28	277	0
0.473	1	6	48	4	1	28	277	0
0.473	1	3	48	4	2	28	277	0
0.473	1	4	48	4	3	28	277	0
0.473	1	9	48	4	4	28	277	0
0.473	1	7	48	4	9	28	277	0
0.473	1	2	48	4	10	28	277	0
0.473	1	10	48	4	11	28	277	0
0.473	1	1	48	4	12	28	277	0
0.474	1	5	48	5	15	28	277	0
0.474	1	8	48	5	16	28	277	0
0.474	1	6	48	5	1	28	277	0
0.474	1	3	48	5	2	28	277	0
0.474	1	4	48	5	3	28	277	0
0.474	1	9	48	5	4	28	277	0
0.474	1	7	48	5	9	28	277	0
0.474	1	2	48	5	10	28	277	0
0.475	1	10	48	6	11	28	277	0
0.475	1	1	48	6	12	28	277	0
0.475	1	5	48	6	15	28	277	0
0.475	1	8	48	6	16	28	277	0
0.475	1	6	48	6	1	28	277	0
0.475	1	3	48	6	2	28	277	0
0.475	1	4	48	6	3	28	277	0
0.475	1	9	48	6	4	28	277	0
0.476	1	7	48	7	9	28	277	0
0.476	1	2	48	7	10	28	277	0
0.476	1	10	48	7	11	28	277	0
0.476	1	1	48	7	12	28	277	0
0.476	1	5	48	7	15	28	277	0
0.476	1	8	48	7	16	28	277	0
0.476	1	6	48	7	1	28	277	0
0.476	1	3	48	7	2	28	277	0
0.477	1	4	48	8	3	28	277	0
0.477	1	9	48	8	4	28	277	0
0.477	1	7	48	8	9	28	277	0
0.477	1	2	48	8	10	28	277	0
0.477	1	10	48	8	11	28	277	0
0.477	1	1	48	8	12	28	277	0
0.477	1	5	48	8	15	28	277	0
0.477	1	8	48	8	16	28	277	0
0.478	1	6	48	9	1	28	277	0
0.478	1	3	48	9	2	28	277	0
0.478	1	4	48	9	3	28	277	0
0.478	1	9	48	9	4	28	277	0
0.478	1	7	48	9	9	28	277	0
0.478	1	2	48	9	10	28	277	0
0.478	1	10	48	9	11	28	277	0
0.478	1	1	48	9	12	28	277	0
0.479	1	5	48	10	15	28	277	0
0.479	1	8	48	10	16	28	277	0
0.479	1	6	48	10	1	28	277	0
0.479	1	3	48	10	2	28	277	0
0.479	1	4	48	10	3	28	277	0
0.479	1	9	48	10	4	28	277	0
0.479	1	7	48	10	9	28	277	0
0.479	1	2	48	10	10	28	277	0
0.48	1	10	49	1	11	28	277	0
0.48	1	1	49	1	12	28	277	0
0.48	1	5	49	1	15	28	277	0
0.48	1	8	49	1	16	28	277	0
0.48	1	6	49	1	1	28	277	0
0.48	1	3	49	1	2	28	277	0
0.48	1	4	49	1	3	28	277	0
0.48	1	9	49	1	4	28	277	0
0.481	1	7	49	2	9	28	277	0
0.481	1	2	49	2	10	28	277	0
0.481	1	10	49	2	11	28	277	0
0.481	1	1	49	2	12	28	277	0
0.481	1	5	49	2	15	28	277	0
0.481	1	8	49	2	16	28	277	0
0.481	1	6	49	2	1	28	277	0
0.481	1	3	49	2	2	28	277	0
0.482	1	4	49	3	3	28	277	0
0.482	1	9	49	3	4	28	277	0
0.482	1	7	49	3	9	28	277	0
0.482	1	2	49	3	10	28	277	0
0.482	1	10	49	3	11	28	277	0
0.482	1	1	49	3	12	28	277	0
0.482	1	5	49	3	15	28	277	0
0.482	1	8	49	3	16	28	277	0
0.483	1	6	49	4	1	28	277	0
0.483	1	3	49	4	2	28	277	0
0.483	1	4	49	4	3	28	277	0
0.483	1	9	49	4	4	28	277	0
0.483	1	7	49	4	9	28	277	0
0.483	1	2	49	4	10	28	277	0
0.483	1	10	49	4	11	28	277	0
0.483	1	1	49	4	12	28	277	0
0.484	1	5	49	5	15	28	277	0
0.484	1	8	49	5	16	28	277	0
0.484	1	6	49	5	1	28	277	0
0.484	1	3	49	5	2	28	277	0
0.484	1	4	49	5	3	28	277	0
0.484	1	9	49	5	4	28	277	0
0.484	1	7	49	5	9	28	277	0
0.484	1	2	49	5	10	28	277	0
0.485	1	10	49	6	11	28	277	0
0.485	1	1	49	6	12	28	277	0
0.485	1	5	49	6	15	28	277	0
0.485	1	8	49	6	16	28	277	0
0.485	1	6	49	6	1	28	277	0
0.485	1	3	49	6	2	28	277	0
0.485	1	4	49	6	3	28	277	0
0.485	1	9	49	6	4	28	277	0
0.486	1	7	49	7	9	28	277	0
0.486	1	2	49	7	10	28	277	0
0.486	1	10	49	7	11	28	277	0
0.486	1	1	49	7	12	28	277	0
0.486	1	5	49	7	15	28	277	0
0.486	1	8	49	7	16	28	277	0
0.486	1	6	49	7	1	28	277	0
0.486	1	3	49	7	2	28	277	0
0.487	1	4	49	8	3	28	277	0
0.487	1	9	49	8	4	28	277	0
0.487	1	7	49	8	9	28	277	0
0.487	1	2	49	8	10	28	277	0
0.487	1	10	49	8	11	28	277	0
0.487	1	1	49	8	12	28	277	0
0.487	1	5	49	8	15	28	277	0
0.487	1	8	49	8	16	28	277	0
0.488	1	6	49	9	1	28	277	0
0.488	1	3	49	9	2	28	277	0
0.488	1	4	49	9	3	28	277	0
0.488	1	9	49	9	4	28	277	0
0.488	1	7	49	9	9	28	277	0
0.488	1	2	49	9	10	28	277	0
0.488	1	10	49	9	11	28	277	0
0.488	1	1	49	9	12	28	277	0
0.489	1	5	49	10	15	28	277	0
0.489	1	8	49	10	16	28	277	0
0.489	1	6	49	10	1	28	277	0
0.489	1	3	49	10	2	28	277	0
0.489	1	4	49	10	3	28	277	0
0.489	1	9	49	10	4	28	277	0
0.489	1	7	49	10	9	28	277	0
0.489	1	2	49	10	10	28	277	0
0.49	1	10	50	1	11	28	277	0
0.49	1	1	50	1	12	28	277	0
0.49	1	5	50	1	15	28	277	0
0.49	1	8	50	1	16	28	277	0
0.49	1	6	50	1	1	28	277	0
0.49	1	3	50	1	2	28	277	0
0.49	1	4	50	1	3	28	277	0
0.49	1	9	50	1	4	28	277	0
0.491	1	7	50	2	9	28	277	0
0.491	1	2	50	2	10	28	277	0
0.491	1	10	50	2	11	28	277	0
0.491	1	1	50	2	12	28	277	0
0.491	1	5	50	2	15	28	277	0
0.491	1	8	50	2	16	28	277	0
0.491	1	6	50	2	1	28	277	0
0.491	1	3	50	2	2	28	277	0
0.492	1	4	50	3	3	28	277	0
0.492	1	9	50	3	4	28	277	0
0.492	1	7	50	3	9	28	277	0
0.492	1	2	50	3	10	28	277	0
0.492	1	10	50	3	11	28	277	0
0.492	1	1	50	3	12	28	277	0
0.492	1	5	50	3	15	28	277	0
0.492	1	8	50	3	16	28	277	0
0.493	1	6	50	4	1	28	277	0
0.493	1	3	50	4	2	28	277	0
0.493	1	4	50	4	3	28	277	0
0.493	1	9	50	4	4	28	277	0
0.493	1	7	50	4	9	28	277	0
0.493	1	2	50	4	10	28	277	0
0.493	1	10	50	4	11	28	277	0
0.493	1	1	50	4	12	28	277	0
0.494	1	5	50	5	15	28	277	0
0.494	1	8	50	5	16	28	277	0
0.494	1	6	50	5	1	28	277	0
0.494	1	3	50	5	2	28	277	0
0.494	1	4	50	5	3	28	277	0
0.494	1	9	50	5	4	28	277	0
0.494	1	7	50	5	9	28	277	0
0.494	1	2	50	5	10	28	277	0
0.495	1	10	50	6	11	28	277	0
0.495	1	1	50	6	12	28	277	0
0.495	1	5	50	6	15	28	277	0
0.495	1	8	50	6	16	28	277	0
0.495	1	6	50	6	1	28	277	0
0.495	1	3	50	6	2	28	277	0
0.495	1	4	50	6	3	28	277	0
0.495	1	9	50	6	4	28	277	0
0.496	1	7	50	7	9	28	277	0
0.496	1	2	50	7	10	28	277	0
0.496	1	10	50	7	11	28	277	0
0.496	1	1	50	7	12	28	277	0
0.496	1	5	50	7	15	28	277	0
0.496	1	8	50	7	16	28	277	0
0.496	1	6	50	7	1	28	277	0
0.496	1	3	50	7	2	28	277	0
0.497	1	4	50	8	3	28	277	0
0.497	1	9	50	8	4	28	277	0
0.497	1	7	50	8	9	28	277	0
0.497	1	2	50	8	10	28	277	0
0.497	1	10	50	8	11	28	277	0
0.497	1	1	50	8	12	28	277	0
0.497	1	5	50	8	15	28	277	0
0.497	1	8	50	8	16	28	277	0
0.498	1	6	50	9	1	28	277	0
0.498	1	3	50	9	2	28	277	0
0.498	1	4	50	9	3	28	277	0
0.498	1	9	50	9	4	28	277	0
0.498	1	7	50	9	9	28	277	0
0.498	1	2	50	9	10	28	277	0
0.498	1	10	50	9	11	28	277	0
0.498	1	1	50	9	12	28	277	0
0.499	1	5	50	10	15	28	277	0
0.499	1	8	50	10	16	28	277	0
0.499	1	6	50	10	1	28	277	0
0.499	1	3	50	10	2	28	277	0
0.499	1	4	50	10	3	28	277	0
0.499	1	9	50	10	4	28	277	0
0.499	1	7	50	10	9	28	277	0
0.499	1	2	50	10	10	28	277	0
0.5	1	10	51	1	11	28	277	0
0.5	1	1	51	1	12	28	277	0
0.5	1	5	51	1	15	28	277	0
0.5	1	8	51	1	16	28	277	0
0.5	1	6	51	1	1	28	277	0
0.5	1	3	51	1	2	28	277	0
0.5	1	4	51	1	3	28	277	0
0.5	1	9	51	1	4	28	277	0
0.501	1	7	51	2	9	28	277	0
0.501	1	2	51	2	10	28	277	0
0.501	1	10	51	2	11	28	277	0
0.501	1	1	51	2	12	28	277	0
0.501	1	5	51	2	15	28	277	0
0.501	1	8	51	2	16	28	277	0
0.501	1	6	51	2	1	28	277	0
0.501	1	3	51	2	2	28	277	0
0.502	1	4	51	3	3	28	277	0
0.502	1	9	51	3	4	28	277	0
0.502	1	7	51	3	9	28	277	0
0.502	1	2	51	3	10	28	277	0
0.502	1	10	51	3	11	28	277	0
0.502	1	1	51	3	12	28	277	0
0.502	1	5	51	3	15	28	277	0
0.502	1	8	51	3	16	28	277	0
0.503	1	6	51	4	1	28	277	0
0.503	1	3	51	4	2	28	277	0
0.503	1	4	51	4	3	28	277	0
0.503	1	9	51	4	4	28	277	0
0.503	1	7	51	4	9	28	277	0
0.503	1	2	51	4	10	28	277	0
0.503	1	10	51	4	11	28	277	0
0.503	1	1	51	4	12	28	277	0
0.504	1	5	51	5	15	28	277	0
0.504	1	8	51	5	16	28	277	0
0.504	1	6	51	5	1	28	277	0
0.504	1	3	51	5	2	28	277	0
0.504	1	4	51	5	3	28	277	0
0.504	1	9	51	5	4	28	277	0
0.504	1	7	51	5	9	28	277	0
0.504	1	2	51	5	10	28	277	0
0.505	1	10	51	6	11	28	277	0
0.505	1	1	51	6	12	28	277	0
0.505	1	5	51	6	15	28	277	0
0.505	1	8	51	6	16	28	277	0
0.505	1	6	51	6	1	28	277	0
0.505	1	3	51	6	2	28	277	0
0.505	1	4	51	6	3	28	277	0
0.505	1	9	51	6	4	28	277	0
0.506	1	7	51	7	9	28	277	0
0.506	1	2	51	7	10	28	277	0
0.506	1	10	51	7	11	28	277	0
0.506	1	1	51	7	12	28	277	0
0.506	1	5	51	7	15	28	277	0
0.506	1	8	51	7	16	28	277	0
0.506	1	6	51	7	1	28	277	0
0.506	1	3	51	7	2	28	277	0
0.507	1	4	51	8	3	28	277	0
0.507	1	9	51	8	4	28	277	0
0.507	1	7	51	8	9	28	277	0
0.507	1	2	51	8	10	28	277	0
0.507	1	10	51	8	11	28	277	0
0.507	1	1	51	8	12	28	277	0
0.507	1	5	51	8	15	28	277	0
0.507	1	8	51	8	16	28	277	0
0.508	1	6	51	9	1	28	277	0
0.508	1	3	51	9	2	28	277	0
0.508	1	4	51	9	3	28	277	0
0.508	1	9	51	9	4	28	277	0
0.508	1	7	51	9	9	28	277	0
0.508	1	2	51	9	10	28	277	0
0.508	1	10	51	9	11	28	277	0
0.508	1	1	51	9	12	28	277	0
0.509	1	5	51	10	15	28	277	0
0.509	1	8	51	10	16	28	277	0
0.509	1	6	51	10	1	28	277	0
0.509	1	3	51	10	2	28	277	0
0.509	1	4	51	10	3	28	277	0
0.509	1	9	51	10	4	28	277	0
0.509	1	7	51	10	9	28	277	0
0.509	1	2	51	10	10	28	277	0
0.51	1	10	52	1	11	28	277	0
0.51	1	1	52	1	12	28	277	0
0.51	1	5	52	1	15	28	277	0
0.51	1	8	52	1	16	28	277	0
0.51	1	6	52	1	1	28	277	0
0.51	1	3	52	1	2	28	277	0
0.51	1	4	52	1	3	28	277	0
0.51	1	9	52	1	4	28	277	0
0.511	1	7	52	2	9	28	277	0
0.511	1	2	52	2	10	28	277	0
0.511	1	10	52	2	11	28	277	0
0.511	1	1	52	2	12	28	277	0
0.511	1	5	52	2	15	28	277	0
0.511	1	8	52	2	16	28	277	0
0.511	1	6	52	2	1	28	277	0
0.511	1	3	52	2	2	28	277	0
0.512	1	4	52	3	3	28	277	0
0.512	1	9	52	3	4	28	277	0
0.512	1	7	52	3	9	28	277	0
0.512	1	2	52	3	10	28	277	0
0.512	1	10	52	3	11	28	277	0
0.512	1	1	52	3	12	28	277	0
0.512	1	5	52	3	15	28	277	0
0.512	1	8	52	3	16	28	277	0
0.513	1	6	52	4	1	28	277	0
0.513	1	3	52	4	2	28	277	0
0.513	1	4	52	4	3	28	277	0
0.513	1	9	52	4	4	28	277	0
0.513	1	7	52	4	9	28	277	0
0.513	1	2	52	4	10	28	277	0
0.513	1	10	52	4	11	28	277	0
0.513	1	1	52	4	12	28	277	0
0.514	1	5	52	5	15	28	277	0
0.514	1	8	52	5	16	28	277	0
0.514	1	6	52	5	1	28	277	0
0.514	1	3	52	5	2	28	277	0
0.514	1	4	52	5	3	28	277	0
0.514	1	9	52	5	4	28	277	0
0.514	1	7	52	5	9	28	277	0
0.514	1	2	52	5	10	28	277	0
0.515	1	10	52	6	11	28	277	0
0.515	1	1	52	6	12	28	277	0
0.515	1	5	52	6	15	28	277	0
0.515	1	8	52	6	16	28	277	0
0.515	1	6	52	6	1	28	277	0
0.515	1	3	52	6	2	28	277	0
0.515	1	4	52	6	3	28	277	0
0.515	1	9	52	6	4	28	277	0
0.516	1	7	52	7	9	28	277	0
0.516	1	2	52	7	10	28	277	0
0.516	1	10	52	7	11	28	277	0
0.516	1	1	52	7	12	28	277	0
0.516	1	5	52	7	15	28	277	0
0.516	1	8	52	7	16	28	277	0
0.516	1	6	52	7	1	28	277	0
0.516	1	3	52	7	2	28	277	0
0.517	1	4	52	8	3	28	277	0
0.517	1	9	52	8	4	28	277	0
0.517	1	7	52	8	9	28	277	0
0.517	1	2	52	8	10	28	277	0
0.517	1	10	52	8	11	28	277	0
0.517	1	1	52	8	12	28	277	0
0.517	1	5	52	8	15	28	277	0
0.517	1	8	52	8	16	28	277	0
0.518	1	6	52	9	1	28	277	0
0.518	1	3	52	9	2	28	277	0
0.518	1	4	52	9	3	28	277	0
0.518	1	9	52	9	4	28	277	0
0.518	1	7	52	9	9	28	277	0
0.518	1	2	52	9	10	28	277	0
0.518	1	10	52	9	11	28	277	0
0.518	1	1	52	9	12	28	277	0
0.519	1	5	52	10	15	28	277	0
0.519	1	8	52	10	16	28	277	0
0.519	1	6	52	10	1	28	277	0
0.519	1	3	52	10	2	28	277	0
0.519	1	4	52	10	3	28	277	0
0.519	1	9	52	10	4	28	277	0
0.519	1	7	52	10	9	28	277	0
0.519	1	2	52	10	10	28	277	0
0.52	1	10	53	1	11	28	277	0
0.52	1	1	53	1	12	28	277	0
0.52	1	5	53	1	15	28	277	0
0.52	1	8	53	1	16	28	277	0
0.52	1	6	53	1	1	28	277	0
0.52	1	3	53	1	2	28	277	0
0.52	1	4	53	1	3	28	277	0
0.52	1	9	53	1	4	28	277	0
0.521	1	7	53	2	9	28	277	0
0.521	1	2	53	2	10	28	277	0
0.521	1	10	53	2	11	28	277	0
0.521	1	1	53	2	12	28	277	0
0.521	1	5	53	2	15	28	277	0
0.521	1	8	53	2	16	28	277	0
0.521	1	6	53	2	1	28	277	0
0.521	1	3	53	2	2	28	277	0
0.522	1	4	53	3	3	28	277	0
0.522	1	9	53	3	4	28	277	0
0.522	1	7	53	3	9	28	277	0
0.522	1	2	53	3	10	28	277	0
0.522	1	10	53	3	11	28	277	0
0.522	1	1	53	3	12	28	277	0
0.522	1	5	53	3	15	28	277	0
0.522	1	8	53	3	16	28	277	0
0.523	1	6	53	4	1	28	277	0
0.523	1	3	53	4	2	28	277	0
0.523	1	4	53	4	3	28	277	0
0.523	1	9	53	4	4	28	277	0
0.523	1	7	53	4	9	28	277	0
0.523	1	2	53	4	10	28	277	0
0.523	1	10	53	4	11	28	277	0
0.523	1	1	53	4	12	28	277	0
0.524	1	5	53	5	15	28	277	0
0.524	1	8	53	5	16	28	277	0
0.524	1	6	53	5	1	28	277	0
0.524	1	3	53	5	2	28	277	0
0.524	1	4	53	5	3	28	277	0
0.524	1	9	53	5	4	28	277	0
0.524	1	7	53	5	9	28	277	0
0.524	1	2	53	5	10	28	277	0
0.525	1	10	53	6	11	28	277	0
0.525	1	1	53	6	12	28	277	0
0.525	1	5	53	6	15	28	277	0
0.525	1	8	53	6	16	28	277	0
0.525	1	6	53	6	1	28	277	0
0.525	1	3	53	6	2	28	277	0
0.525	1	4	53	6	3	28	277	0
0.525	1	9	53	6	4	28	277	0
0.526	1	7	53	7	9	28	277	0
0.526	1	2	53	7	10	28	277	0
0.526	1	10	53	7	11	28	277	0
0.526	1	1	53	7	12	28	277	0
0.526	1	5	53	7	15	28	277	0
0.526	1	8	53	7	16	28	277	0
0.526	1	6	53	7	1	28	277	0
0.526	1	3	53	7	2	28	277	0
0.527	1	4	53	8	3	28	277	0
0.527	1	9	53	8	4	28	277	0
0.527	1	7	53	8	9	28	277	0
0.527	1	2	53	8	10	28	277	0
0.527	1	10	53	8	11	28	277	0
0.527	1	1	53	8	12	28	277	0
0.527	1	5	53	8	15	28	277	0
0.527	1	8	53	8	16	28	277	0
0.528	1	6	53	9	1	28	277	0
0.528	1	3	53	9	2	28	277	0
0.528	1	4	53	9	3	28	277	0
0.528	1	9	53	9	4	28	277	0
0.528	1	7	53	9	9	28	277	0
0.528	1	2	53	9	10	28	277	0
0.528	1	10	53	9	11	28	277	0
0.528	1	1	53	9	12	28	277	0
0.529	1	5	53	10	15	28	277	0
0.529	1	8	53	10	16	28	277	0
0.529	1	6	53	10	1	28	277	0
0.529	1	3	53	10	2	28	277	0
0.529	1	4	53	10	3	28	277	0
0.529	1	9	53	10	4	28	277	0
0.529	1	7	53	10	9	28	277	0
0.529	1	2	53	10	10	28	277	0
0.53	1	10	54	1	11	28	277	0
0.53	1	1	54	1	12	28	277	0
0.53	1	5	54	1	15	28	277	0
0.53	1	8	54	1	16	28	277	0
0.53	1	6	54	1	1	28	277	0
0.53	1	3	54	1	2	28	277	0
0.53	1	4	54	1	3	28	277	0
0.53	1	9	54	1	4	28	277	0
0.531	1	7	54	2	9	28	277	0
0.531	1	2	54	2	10	28	277	0
0.531	1	10	54	2	11	28	277	0
0.531	1	1	54	2	12	28	277	0
0.531	1	5	54	2	15	28	277	0
0.531	1	8	54	2	16	28	277	0
0.531	1	6	54	2	1	28	277	0
0.531	1	3	54	2	2	28	277	0
0.532	1	4	54	3	3	28	277	0
0.532	1	9	54	3	4	28	277	0
0.532	1	7	54	3	9	28	277	0
0.532	1	2	54	3	10	28	277	0
0.532	1	10	54	3	11	28	277	0
0.532	1	1	54	3	12	28	277	0
0.532	1	5	54	3	15	28	277	0
0.532	1	8	54	3	16	28	277	0
0.533	1	6	54	4	1	28	277	0
0.533	1	3	54	4	2	28	277	0
0.533	1	4	54	4	3	28	277	0
0.533	1	9	54	4	4	28	277	0
0.533	1	7	54	4	9	28	277	0
0.533	1	2	54	4	10	28	277	0
0.533	1	10	54	4	11	28	277	0
0.533	1	1	54	4	12	28	277	0
0.534	1	5	54	5	15	28	277	0
0.534	1	8	54	5	16	28	277	0
0.534	1	6	54	5	1	28	277	0
0.534	1	3	54	5	2	28	277	0
0.534	1	4	54	5	3	28	277	0
0.534	1	9	54	5	4	28	277	0
0.534	1	7	54	5	9	28	277	0
0.534	1	2	54	5	10	28	277	0
0.535	1	10	54	6	11	28	277	0
0.535	1	1	54	6	12	28	277	0
0.535	1	5	54	6	15	28	277	0
0.535	1	8	54	6	16	28	277	0
0.535	1	6	54	6	1	28	277	0
0.535	1	3	54	6	2	28	277	0
0.535	1	4	54	6	3	28	277	0
0.535	1	9	54	6	4	28	277	0
0.536	1	7	54	7	9	28	277	0
0.536	1	2	54	7	10	28	277	0
0.536	1	10	54	7	11	28	277	0
0.536	1	1	54	7	12	28	277	0
0.536	1	5	54	7	15	28	277	0
0.536	1	8	54	7	16	28	277	0
0.536	1	6	54	7	1	28	277	0
0.536	1	3	54	7	2	28	277	0
0.537	1	4	54	8	3	28	277	0
0.537	1	9	54	8	4	28	277	0
0.537	1	7	54	8	9	28	277	0
0.537	1	2	54	8	10	28	277	0
0.537	1	10	54	8	11	28	277	0
0.537	1	1	54	8	12	28	277	0
0.537	1	5	54	8	15	28	277	0
0.537	1	8	54	8	16	28	277	0
0.538	1	6	54	9	1	28	277	0
0.538	1	3	54	9	2	28	277	0
0.538	1	4	54	9	3	28	277	0
0.538	1	9	54	9	4	28	277	0
0.538	1	7	54	9	9	28	277	0
0.538	1	2	54	9	10	28	277	0
0.538	1	10	54	9	11	28	277	0
0.538	1	1	54	9	12	28	277	0
0.539	1	5	54	10	15	28	277	0
0.539	1	8	54	10	16	28	277	0
0.539	1	6	54	10	1	28	277	0
0.539	1	3	54	10	2	28	277	0
0.539	1	4	54	10	3	28	277	0
0.539	1	9	54	10	4	28	277	0
0.539	1	7	54	10	9	28	277	0
0.539	1	2	54	10	10	28	277	0
0.54	1	10	55	1	11	28	277	0
0.54	1	1	55	1	12	28	277	0
0.54	1	5	55	1	15	28	277	0
0.54	1	8	55	1	16	28	277	0
0.54	1	6	55	1	1	28	277	0
0.54	1	3	55	1	2	28	277	0
0.54	1	4	55	1	3	28	277	0
0.54	1	9	55	1	4	28	277	0
0.541	1	7	55	2	9	28	277	0
0.541	1	2	55	2	10	28	277	0
0.541	1	10	55	2	11	28	277	0
0.541	1	1	55	2	12	28	277	0
0.541	1	5	55	2	15	28	277	0
0.541	1	8	55	2	16	28	277	0
0.541	1	6	55	2	1	28	277	0
0.541	1	3	55	2	2	28	277	0
0.542	1	4	55	3	3	28	277	0
0.542	1	9	55	3	4	28	277	0
0.542	1	7	55	3	9	28	277	0
0.542	1	2	55	3	10	28	277	0
0.542	1	10	55	3	11	28	277	0
0.542	1	1	55	3	12	28	277	0
0.542	1	5	55	3	15	28	277	0
0.542	1	8	55	3	16	28	277	0
0.543	1	6	55	4	1	28	277	0
0.543	1	3	55	4	2	28	277	0
0.543	1	4	55	4	3	28	277	0
0.543	1	9	55	4	4	28	277	0
0.543	1	7	55	4	9	28	277	0
0.543	1	2	55	4	10	28	277	0
0.543	1	10	55	4	11	28	277	0
0.543	1	1	55	4	12	28	277	0
0.544	1	5	55	5	15	28	277	0
0.544	1	8	55	5	16	28	277	0
0.544	1	6	55	5	1	28	277	0
0.544	1	3	55	5	2	28	277	0
0.544	1	4	55	5	3	28	277	0
0.544	1	9	55	5	4	28	277	0
0.544	1	7	55	5	9	28	277	0
0.544	1	2	55	5	10	28	277	0
0.545	1	10	55	6	11	28	277	0
0.545	1	1	55	6	12	28	277	0
0.545	1	5	55	6	15	28	277	0
0.545	1	8	55	6	16	28	277	0
0.545	1	6	55	6	1	28	277	0
0.545	1	3	55	6	2	28	277	0
0.545	1	4	55	6	3	28	277	0
0.545	1	9	55	6	4	28	277	0
0.546	1	7	55	7	9	28	277	0
0.546	1	2	55	7	10	28	277	0
0.546	1	10	55	7	11	28	277	0
0.546	1	1	55	7	12	28	277	0
0.546	1	5	55	7	15	28	277	0
0.546	1	8	55	7	16	28	277	0
0.546	1	6	55	7	1	28	277	0
0.546	1	3	55	7	2	28	277	0
0.547	1	4	55	8	3	28	277	0
0.547	1	9	55	8	4	28	277	0
0.547	1	7	55	8	9	28	277	0
0.547	1	2	55	8	10	28	277	0
0.547	1	10	55	8	11	28	277	0
0.547	1	1	55	8	12	28	277	0
0.547	1	5	55	8	15	28	277	0
0.547	1	8	55	8	16	28	277	0
0.548	1	6	55	9	1	28	277	0
0.548	1	3	55	9	2	28	277	0
0.548	1	4	55	9	3	28	277	0
0.548	1	9	55	9	4	28	277	0
0.548	1	7	55	9	9	28	277	0
0.548	1	2	55	9	10	28	277	0
0.548	1	10	55	9	11	28	277	0
0.548	1	1	55	9	12	28	277	0
0.549	1	5	55	10	15	28	277	0
0.549	1	8	55	10	16	28	277	0
0.549	1	6	55	10	1	28	277	0
0.549	1	3	55	10	2	28	277	0
0.549	1	4	55	10	3	28	277	0
0.549	1	9	55	10	4	28	277	0
0.549	1	7	55	10	9	28	277	0
0.549	1	2	55	10	10	28	277	0
0.55	1	10	56	1	11	28	277	0
0.55	1	1	56	1	12	28	277	0
0.55	1	5	56	1	15	28	277	0
0.55	1	8	56	1	16	28	277	0
0.55	1	6	56	1	1	28	277	0
0.55	1	3	56	1	2	28	277	0
0.55	1	4	56	1	3	28	277	0
0.55	1	9	56	1	4	28	277	0
0.551	1	7	56	2	9	28	277	0
0.551	1	2	56	2	10	28	277	0
0.551	1	10	56	2	11	28	277	0
0.551	1	1	56	2	12	28	277	0
0.551	1	5	56	2	15	28	277	0
0.551	1	8	56	2	16	28	277	0
0.551	1	6	56	2	1	28	277	0
0.551	1	3	56	2	2	28	277	0
0.552	1	4	56	3	3	28	277	0
0.552	1	9	56	3	4	28	277	0
0.552	1	7	56	3	9	28	277	0
0.552	1	2	56	3	10	28	277	0
0.552	1	10	56	3	11	28	277	0
0.552	1	1	56	3	12	28	277	0
0.552	1	5	56	3	15	28	277	0
0.552	1	8	56	3	16	28	277	0
0.553	1	6	56	4	1	28	277	0
0.553	1	3	56	4	2	28	277	0
0.553	1	4	56	4	3	28	277	0
0.553	1	9	56	4	4	28	277	0
0.553	1	7	56	4	9	28	277	0
0.553	1	2	56	4	10	28	277	0
0.553	1	10	56	4	11	28	277	0
0.553	1	1	56	4	12	28	277	0
0.554	1	5	56	5	15	28	277	0
0.554	1	8	56	5	16	28	277	0
0.554	1	6	56	5	1	28	277	0
0.554	1	3	56	5	2	28	277	0
0.554	1	4	56	5	3	28	277	0
0.554	1	9	56	5	4	28	277	0
0.554	1	7	56	5	9	28	277	0
0.554	1	2	56	5	10	28	277	0
0.555	1	10	56	6	11	28	277	0
0.555	1	1	56	6	12	28	277	0
0.555	1	5	56	6	15	28	277	0
0.555	1	8	56	6	16	28	277	0
0.555	1	6	56	6	1	28	277	0
0.555	1	3	56	6	2	28	277	0
0.555	1	4	56	6	3	28	277	0
0.555	1	9	56	6	4	28	277	0
0.556	1	7	56	7	9	28	277	0
0.556	1	2	56	7	10	28	277	0
0.556	1	10	56	7	11	28	277	0
0.556	1	1	56	7	12	28	277	0
0.556	1	5	56	7	15	28	277	0
0.556	1	8	56	7	16	28	277	0
0.556	1	6	56	7	1	28	277	0
0.556	1	3	56	7	2	28	277	0
0.557	1	4	56	8	3	28	277	0
