% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
4.165	1	6	5	1.9242	0
4.166	1	8	6	4.46179	0
4.167	1	3	7	12.1007	0
4.168	1	4	8	2.11418	0
4.169	1	1	9	29.7023	0
4.481	1	2	1	2.39149	0
4.482	1	7	2	1.62484	0
4.483	1	5	3	15.9179	0
4.484	1	9	4	18.1275	0
4.485	1	6	5	1.9242	0
4.486	1	8	6	4.46179	0
4.487	1	3	7	12.1007	0
4.488	1	4	8	2.11418	0
4.489	1	1	9	29.7023	0
4.801	1	2	1	2.39149	0
4.802	1	7	2	1.62484	0
4.803	1	5	3	15.9179	0
4.804	1	9	4	18.1275	0
4.805	1	6	5	1.9242	0
4.806	1	8	6	4.46179	0
4.807	1	3	7	12.1007	0
4.808	1	4	8	2.11418	0
4.809	1	1	9	29.7023	0
5.121	1	2	1	2.39149	0
5.122	1	7	2	1.62484	0
5.123	1	5	3	15.9179	0
5.124	1	9	4	18.1275	0
5.125	1	6	5	1.9242	0
5.126	1	8	6	4.46179	0
5.127	1	3	7	12.1007	0
5.128	1	4	8	2.11418	0
5.129	1	1	9	29.7023	0
5.441	1	2	1	2.39149	0
5.442	1	7	2	1.62484	0
5.443	1	5	3	15.9179	0
5.444	1	9	4	18.1275	0
5.445	1	6	5	1.9242	0
5.446	1	8	6	4.46179	0
5.447	1	3	7	12.1007	0
5.448	1	4	8	2.11418	0
5.449	1	1	9	29.7023	0
5.761	1	2	1	2.39149	0
5.762	1	7	2	1.62484	0
5.763	1	5	3	15.9179	0
5.764	1	9	4	18.1275	0
5.765	1	6	5	1.9242	0
5.766	1	8	6	4.46179	0
5.767	1	3	7	12.1007	0
5.768	1	4	8	2.11418	0
5.769	1	1	9	29.7023	0
6.081	1	2	1	2.39149	0
6.082	1	7	2	1.62484	0
6.083	1	5	3	15.9179	0
6.084	1	9	4	18.1275	0
6.085	1	6	5	1.9242	0
6.086	1	8	6	4.46179	0
6.087	1	3	7	12.1007	0
6.088	1	4	8	2.11418	0
6.089	1	1	9	29.7023	0
6.401	1	2	1	2.39149	0
6.402	1	7	2	1.62484	0
6.403	1	5	3	15.9179	0
6.404	1	9	4	18.1275	0
6.405	1	6	5	1.9242	0
6.406	1	8	6	4.46179	0
6.407	1	3	7	12.1007	0
6.408	1	4	8	2.11418	0
6.409	1	1	9	29.7023	0
6.721	1	2	1	2.39149	0
6.722	1	7	2	1.62484	0
6.723	1	5	3	15.9179	0
6.724	1	9	4	18.1275	0
6.725	1	6	5	1.9242	0
6.726	1	8	6	4.46179	0
6.727	1	3	7	12.1007	0
6.728	1	4	8	2.11418	0
6.729	1	1	9	29.7023	0
7.041	1	2	1	2.39149	0
7.042	1	7	2	1.62484	0
7.043	1	5	3	15.9179	0
7.044	1	9	4	18.1275	0
7.045	1	6	5	1.9242	0
7.046	1	8	6	4.46179	0
7.047	1	3	7	12.1007	0
7.048	1	4	8	2.11418	0
7.049	1	1	9	29.7023	0
7.361	1	2	1	2.39149	0
7.362	1	7	2	1.62484	0
7.363	1	5	3	15.9179	0
7.364	1	9	4	18.1275	0
7.365	1	6	5	1.9242	0
7.366	1	8	6	4.46179	0
7.367	1	3	7	12.1007	0
7.368	1	4	8	2.11418	0
7.369	1	1	9	29.7023	0
7.681	1	2	1	2.39149	0
7.682	1	7	2	1.62484	0
7.683	1	5	3	15.9179	0
7.684	1	9	4	18.1275	0
7.685	1	6	5	1.9242	0
7.686	1	8	6	4.46179	0
7.687	1	3	7	12.1007	0
7.688	1	4	8	2.11418	0
7.689	1	1	9	29.7023	0
8.001	1	2	1	2.39149	0
8.002	1	7	2	1.62484	0
8.003	1	5	3	15.9179	0
8.004	1	9	4	18.1275	0
8.005	1	6	5	1.9242	0
8.006	1	8	6	4.46179	0
8.007	1	3	7	12.1007	0
8.008	1	4	8	2.11418	0
8.009	1	1	9	29.7023	0
8.321	1	2	1	2.39149	0
8.322	1	7	2	1.62484	0
8.323	1	5	3	15.9179	0
8.324	1	9	4	18.1275	0
8.325	1	6	5	1.9242	0
8.326	1	8	6	4.46179	0
8.327	1	3	7	12.1007	0
8.328	1	4	8	2.11418	0
8.329	1	1	9	29.7023	0
8.641	1	2	1	2.39149	0
8.642	1	7	2	1.62484	0
8.643	1	5	3	15.9179	0
8.644	1	9	4	18.1275	0
8.645	1	6	5	1.9242	0
8.646	1	8	6	4.46179	0
8.647	1	3	7	12.1007	0
8.648	1	4	8	2.11418	0
8.649	1	1	9	29.7023	0
8.961	1	2	1	2.39149	0
8.962	1	7	2	1.62484	0
8.963	1	5	3	15.9179	0
8.964	1	9	4	18.1275	0
8.965	1	6	5	1.9242	0
8.966	1	8	6	4.46179	0
8.967	1	3	7	12.1007	0
8.968	1	4	8	2.11418	0
8.969	1	1	9	29.7023	0
9.281	1	2	1	2.39149	0
9.282	1	7	2	1.62484	0
9.283	1	5	3	15.9179	0
9.284	1	9	4	18.1275	0
9.285	1	6	5	1.9242	0
9.286	1	8	6	4.46179	0
9.287	1	3	7	12.1007	0
9.288	1	4	8	2.11418	0
9.289	1	1	9	29.7023	0
9.601	1	2	1	2.39149	0
9.602	1	7	2	1.62484	0
9.603	1	5	3	15.9179	0
9.604	1	9	4	18.1275	0
9.605	1	6	5	1.9242	0
9.606	1	8	6	4.46179	0
9.607	1	3	7	12.1007	0
9.608	1	4	8	2.11418	0
9.609	1	1	9	29.7023	0
9.921	1	2	1	2.39149	0
9.922	1	7	2	1.62484	0
9.923	1	5	3	15.9179	0
9.924	1	9	4	18.1275	0
9.925	1	6	5	1.9242	0
9.926	1	8	6	4.46179	0
9.927	1	3	7	12.1007	0
9.928	1	4	8	2.11418	0
9.929	1	1	9	29.7023	0
10.241	1	2	1	2.39149	0
10.242	1	7	2	1.62484	0
10.243	1	5	3	15.9179	0
10.244	1	9	4	18.1275	0
10.245	1	6	5	1.9242	0
10.246	1	8	6	4.46179	0
10.247	1	3	7	12.1007	0
10.248	1	4	8	2.11418	0
10.249	1	1	9	29.7023	0
10.561	1	2	1	2.39149	0
10.562	1	7	2	1.62484	0
10.563	1	5	3	15.9179	0
10.564	1	9	4	18.1275	0
10.565	1	6	5	1.9242	0
10.566	1	8	6	4.46179	0
10.567	1	3	7	12.1007	0
10.568	1	4	8	2.11418	0
10.569	1	1	9	29.7023	0
10.881	1	2	1	2.39149	0
10.882	1	7	2	1.62484	0
10.883	1	5	3	15.9179	0
10.884	1	9	4	18.1275	0
10.885	1	6	5	1.9242	0
10.886	1	8	6	4.46179	0
10.887	1	3	7	12.1007	0
10.888	1	4	8	2.11418	0
10.889	1	1	9	29.7023	0
11.201	1	2	1	2.39149	0
11.202	1	7	2	1.62484	0
11.203	1	5	3	15.9179	0
11.204	1	9	4	18.1275	0
11.205	1	6	5	1.9242	0
11.206	1	8	6	4.46179	0
11.207	1	3	7	12.1007	0
11.208	1	4	8	2.11418	0
11.209	1	1	9	29.7023	0
11.521	1	2	1	2.39149	0
11.522	1	7	2	1.62484	0
11.523	1	5	3	15.9179	0
11.524	1	9	4	18.1275	0
11.525	1	6	5	1.9242	0
11.526	1	8	6	4.46179	0
11.527	1	3	7	12.1007	0
11.528	1	4	8	2.11418	0
11.529	1	1	9	29.7023	0
11.841	1	2	1	2.39149	0
11.842	1	7	2	1.62484	0
11.843	1	5	3	15.9179	0
11.844	1	9	4	18.1275	0
11.845	1	6	5	1.9242	0
11.846	1	8	6	4.46179	0
11.847	1	3	7	12.1007	0
11.848	1	4	8	2.11418	0
11.849	1	1	9	29.7023	0
12.161	1	2	1	2.39149	0
12.162	1	7	2	1.62484	0
12.163	1	5	3	15.9179	0
12.164	1	9	4	18.1275	0
12.165	1	6	5	1.9242	0
12.166	1	8	6	4.46179	0
12.167	1	3	7	12.1007	0
12.168	1	4	8	2.11418	0
12.169	1	1	9	29.7023	0
12.481	1	2	1	2.39149	0
12.482	1	7	2	1.62484	0
12.483	1	5	3	15.9179	0
12.484	1	9	4	18.1275	0
12.485	1	6	5	1.9242	0
12.486	1	8	6	4.46179	0
12.487	1	3	7	12.1007	0
12.488	1	4	8	2.11418	0
12.489	1	1	9	29.7023	0
12.801	1	2	1	2.39149	0
12.802	1	7	2	1.62484	0
12.803	1	5	3	15.9179	0
12.804	1	9	4	18.1275	0
12.805	1	6	5	1.9242	0
12.806	1	8	6	4.46179	0
12.807	1	3	7	12.1007	0
12.808	1	4	8	2.11418	0
12.809	1	1	9	29.7023	0
13.121	1	2	1	2.39149	0
13.122	1	7	2	1.62484	0
13.123	1	5	3	15.9179	0
13.124	1	9	4	18.1275	0
13.125	1	6	5	1.9242	0
13.126	1	8	6	4.46179	0
13.127	1	3	7	12.1007	0
13.128	1	4	8	2.11418	0
13.129	1	1	9	29.7023	0
13.441	1	2	1	2.39149	0
13.442	1	7	2	1.62484	0
13.443	1	5	3	15.9179	0
13.444	1	9	4	18.1275	0
13.445	1	6	5	1.9242	0
13.446	1	8	6	4.46179	0
13.447	1	3	7	12.1007	0
13.448	1	4	8	2.11418	0
13.449	1	1	9	29.7023	0
13.761	1	2	1	2.39149	0
13.762	1	7	2	1.62484	0
13.763	1	5	3	15.9179	0
13.764	1	9	4	18.1275	0
13.765	1	6	5	1.9242	0
13.766	1	8	6	4.46179	0
13.767	1	3	7	12.1007	0
13.768	1	4	8	2.11418	0
13.769	1	1	9	29.7023	0
14.081	1	2	1	2.39149	0
14.082	1	7	2	1.62484	0
14.083	1	5	3	15.9179	0
14.084	1	9	4	18.1275	0
14.085	1	6	5	1.9242	0
14.086	1	8	6	4.46179	0
14.087	1	3	7	12.1007	0
14.088	1	4	8	2.11418	0
14.089	1	1	9	29.7023	0
14.401	1	2	1	2.39149	0
14.402	1	7	2	1.62484	0
14.403	1	5	3	15.9179	0
14.404	1	9	4	18.1275	0
14.405	1	6	5	1.9242	0
14.406	1	8	6	4.46179	0
14.407	1	3	7	12.1007	0
14.408	1	4	8	2.11418	0
14.409	1	1	9	29.7023	0
14.721	1	2	1	2.39149	0
14.722	1	7	2	1.62484	0
14.723	1	5	3	15.9179	0
14.724	1	9	4	18.1275	0
14.725	1	6	5	1.9242	0
14.726	1	8	6	4.46179	0
14.727	1	3	7	12.1007	0
14.728	1	4	8	2.11418	0
14.729	1	1	9	29.7023	0
15.041	1	2	1	2.39149	0
15.042	1	7	2	1.62484	0
15.043	1	5	3	15.9179	0
15.044	1	9	4	18.1275	0
15.045	1	6	5	1.9242	0
15.046	1	8	6	4.46179	0
15.047	1	3	7	12.1007	0
15.048	1	4	8	2.11418	0
15.049	1	1	9	29.7023	0
15.361	1	2	1	2.39149	0
15.362	1	7	2	1.62484	0
15.363	1	5	3	15.9179	0
15.364	1	9	4	18.1275	0
15.365	1	6	5	1.9242	0
15.366	1	8	6	4.46179	0
15.367	1	3	7	12.1007	0
15.368	1	4	8	2.11418	0
15.369	1	1	9	29.7023	0
15.681	1	2	1	2.39149	0
15.682	1	7	2	1.62484	0
15.683	1	5	3	15.9179	0
15.684	1	9	4	18.1275	0
15.685	1	6	5	1.9242	0
15.686	1	8	6	4.46179	0
15.687	1	3	7	12.1007	0
15.688	1	4	8	2.11418	0
15.689	1	1	9	29.7023	0
16.001	1	2	1	2.39149	0
16.002	1	7	2	1.62484	0
16.003	1	5	3	15.9179	0
16.004	1	9	4	18.1275	0
16.005	1	6	5	1.9242	0
16.006	1	8	6	4.46179	0
16.007	1	3	7	12.1007	0
16.008	1	4	8	2.11418	0
16.009	1	1	9	29.7023	0
16.321	1	2	1	2.39149	0
16.322	1	7	2	1.62484	0
16.323	1	5	3	15.9179	0
16.324	1	9	4	18.1275	0
16.325	1	6	5	1.9242	0
16.326	1	8	6	4.46179	0
16.327	1	3	7	12.1007	0
16.328	1	4	8	2.11418	0
16.329	1	1	9	29.7023	0
16.641	1	2	1	2.39149	0
16.642	1	7	2	1.62484	0
16.643	1	5	3	15.9179	0
16.644	1	9	4	18.1275	0
16.645	1	6	5	1.9242	0
16.646	1	8	6	4.46179	0
16.647	1	3	7	12.1007	0
16.648	1	4	8	2.11418	0
16.649	1	1	9	29.7023	0
16.961	1	2	1	2.39149	0
16.962	1	7	2	1.62484	0
16.963	1	5	3	15.9179	0
16.964	1	9	4	18.1275	0
16.965	1	6	5	1.9242	0
16.966	1	8	6	4.46179	0
16.967	1	3	7	12.1007	0
16.968	1	4	8	2.11418	0
16.969	1	1	9	29.7023	0
17.281	1	2	1	2.39149	0
17.282	1	7	2	1.62484	0
17.283	1	5	3	15.9179	0
17.284	1	9	4	18.1275	0
17.285	1	6	5	1.9242	0
17.286	1	8	6	4.46179	0
17.287	1	3	7	12.1007	0
17.288	1	4	8	2.11418	0
17.289	1	1	9	29.7023	0
17.601	1	2	1	2.39149	0
17.602	1	7	2	1.62484	0
17.603	1	5	3	15.9179	0
17.604	1	9	4	18.1275	0
17.605	1	6	5	1.9242	0
17.606	1	8	6	4.46179	0
17.607	1	3	7	12.1007	0
17.608	1	4	8	2.11418	0
17.609	1	1	9	29.7023	0
17.921	1	2	1	2.39149	0
17.922	1	7	2	1.62484	0
17.923	1	5	3	15.9179	0
17.924	1	9	4	18.1275	0
17.925	1	6	5	1.9242	0
17.926	1	8	6	4.46179	0
17.927	1	3	7	12.1007	0
17.928	1	4	8	2.11418	0
17.929	1	1	9	29.7023	0
18.241	1	2	1	2.39149	0
18.242	1	7	2	1.62484	0
18.243	1	5	3	15.9179	0
18.244	1	9	4	18.1275	0
18.245	1	6	5	1.9242	0
18.246	1	8	6	4.46179	0
18.247	1	3	7	12.1007	0
18.248	1	4	8	2.11418	0
18.249	1	1	9	29.7023	0
18.561	1	2	1	2.39149	0
18.562	1	7	2	1.62484	0
18.563	1	5	3	15.9179	0
18.564	1	9	4	18.1275	0
18.565	1	6	5	1.9242	0
18.566	1	8	6	4.46179	0
18.567	1	3	7	12.1007	0
18.568	1	4	8	2.11418	0
18.569	1	1	9	29.7023	0
18.881	1	2	1	2.39149	0
18.882	1	7	2	1.62484	0
18.883	1	5	3	15.9179	0
18.884	1	9	4	18.1275	0
18.885	1	6	5	1.9242	0
18.886	1	8	6	4.46179	0
18.887	1	3	7	12.1007	0
18.888	1	4	8	2.11418	0
18.889	1	1	9	29.7023	0
19.201	1	2	1	2.39149	0
19.202	1	7	2	1.62484	0
19.203	1	5	3	15.9179	0
19.204	1	9	4	18.1275	0
19.205	1	6	5	1.9242	0
19.206	1	8	6	4.46179	0
19.207	1	3	7	12.1007	0
19.208	1	4	8	2.11418	0
19.209	1	1	9	29.7023	0
19.521	1	2	1	2.39149	0
19.522	1	7	2	1.62484	0
19.523	1	5	3	15.9179	0
19.524	1	9	4	18.1275	0
19.525	1	6	5	1.9242	0
19.526	1	8	6	4.46179	0
19.527	1	3	7	12.1007	0
19.528	1	4	8	2.11418	0
19.529	1	1	9	29.7023	0
19.841	1	2	1	2.39149	0
19.842	1	7	2	1.62484	0
19.843	1	5	3	15.9179	0
19.844	1	9	4	18.1275	0
19.845	1	6	5	1.9242	0
19.846	1	8	6	4.46179	0
19.847	1	3	7	12.1007	0
19.848	1	4	8	2.11418	0
19.849	1	1	9	29.7023	0
20.161	1	2	1	2.39149	0
20.162	1	7	2	1.62484	0
20.163	1	5	3	15.9179	0
