% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
30.25	30.5	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
30.5	30.75	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
30.5	30.75	1	7	2	4	1	58	1	58	0.00307127	0	0.00307127	0.00307127	58	0	58	58	
30.75	31	1	4	8	4	2	108	2	108	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
31.25	31.5	1	9	4	4	1	54	1	54	0.00307107	0	0.00307107	0.00307107	54	0	54	54	
32	32.25	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
32.25	32.5	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
35.25	35.5	1	4	8	4	1	54	1	54	0.00307113	0	0.00307113	0.00307113	54	0	54	54	
36.5	36.75	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
37.5	37.75	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
38.75	39	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
39.75	40	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
42.5	42.75	1	7	2	4	1	58	1	58	0.00307127	0	0.00307127	0.00307127	58	0	58	58	
46.5	46.75	1	9	4	4	1	54	1	54	0.00307109	0	0.00307109	0.00307109	54	0	54	54	
46.75	47	1	9	4	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
47	47.25	1	4	8	4	2	108	2	108	0.00307118	9.68736e-08	0.00307111	0.00307125	54	0	54	54	
47.25	47.5	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
47.5	47.75	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
47.75	48	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
47.75	48	1	9	4	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
49	49.25	1	4	8	4	2	108	2	108	0.0030712	6.71751e-08	0.00307115	0.00307125	54	0	54	54	
49	49.25	1	9	4	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
49.25	49.5	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
50.5	50.75	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
50.75	51	1	4	8	4	2	108	2	108	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
51	51.25	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
52.25	52.5	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
53.25	53.5	1	4	8	4	1	54	1	54	0.00307115	0	0.00307115	0.00307115	54	0	54	54	
53.5	53.75	1	4	8	4	1	54	1	54	0.00307125	0	0.00307125	0.00307125	54	0	54	54	
